Economy,Code,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Depression (%),Income group,average_learning_Adjusted_of_school,GDP(2022)
Somalia,SOM,2011,Low,Middle,Low,Middle,Middle,Low income,Middle,Low
Somalia,SOM,2012,Low,Middle,Low,Middle,Middle,Low income,Middle,Low
Somalia,SOM,2013,Low,Middle,Low,Middle,Middle,Low income,Middle,Low
Somalia,SOM,2014,Low,Middle,Low,Middle,Middle,Low income,Middle,Low
Somalia,SOM,2015,Low,Middle,Low,Middle,Middle,Low income,Middle,Low
Somalia,SOM,2016,Low,Middle,Low,Middle,Middle,Low income,Middle,Low
Somalia,SOM,2017,Low,Middle,Low,Middle,Middle,Low income,Middle,Low
South Africa,ZAF,1990,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1991,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1992,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1993,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1994,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1995,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1996,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1997,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1998,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,1999,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2000,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2001,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2002,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2003,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2004,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2005,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2006,Low,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2007,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2008,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2009,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2010,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2011,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2012,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2013,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2014,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2015,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2016,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Africa,ZAF,2017,Middle,Middle,Middle,Middle,Middle,Upper middle income,Low,High
South Korea,KOR,1990,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1991,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1992,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1993,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1994,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1995,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1996,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1997,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1998,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,1999,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2000,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2001,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2002,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2003,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2004,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2005,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2006,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2007,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2008,High,Low,High,Middle,Low,High income,High,High
South Korea,KOR,2009,High,Low,High,Middle,Middle,High income,High,High
South Korea,KOR,2010,High,Low,High,Middle,Middle,High income,High,High
South Korea,KOR,2011,High,Low,High,Middle,Middle,High income,High,High
South Korea,KOR,2012,High,Low,High,Middle,Middle,High income,High,High
South Korea,KOR,2013,High,Low,High,Middle,Middle,High income,High,High
South Korea,KOR,2014,High,Low,High,Middle,Middle,High income,High,High
South Korea,KOR,2015,High,Low,High,Middle,Middle,High income,High,High
South Korea,KOR,2016,High,Low,High,Middle,Middle,High income,High,High
South Korea,KOR,2017,High,Low,High,Middle,Middle,High income,High,High
South Sudan,SSD,1990,Low,Low,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1991,Low,Low,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1992,Low,Low,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1993,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1994,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1995,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1996,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1997,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1998,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,1999,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2000,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2001,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2002,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2003,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2004,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2005,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2006,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2007,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2008,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2009,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2010,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2011,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2012,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2013,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2014,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2015,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2016,Low,Middle,Middle,Middle,Middle,Low income,Low,High
South Sudan,SSD,2017,Low,Middle,Middle,Middle,Middle,Low income,Low,High
Spain,ESP,1990,High,High,High,High,Middle,High income,High,High
Spain,ESP,1991,High,High,High,High,Middle,High income,High,High
Spain,ESP,1992,High,High,High,High,Middle,High income,High,High
Spain,ESP,1993,High,High,High,High,Middle,High income,High,High
Spain,ESP,1994,High,High,High,High,Middle,High income,High,High
Spain,ESP,1995,High,High,High,High,Middle,High income,High,High
Spain,ESP,1996,High,High,High,High,Middle,High income,High,High
Spain,ESP,1997,High,High,High,High,Middle,High income,High,High
Spain,ESP,1998,High,High,High,High,Middle,High income,High,High
Spain,ESP,1999,High,High,High,High,Middle,High income,High,High
Spain,ESP,2000,High,High,High,High,Middle,High income,High,High
Spain,ESP,2001,High,High,High,High,Middle,High income,High,High
Spain,ESP,2002,High,High,High,High,Middle,High income,High,High
Spain,ESP,2003,High,High,High,High,Middle,High income,High,High
Spain,ESP,2004,High,High,High,High,Middle,High income,High,High
Spain,ESP,2005,High,High,High,High,Middle,High income,High,High
Spain,ESP,2006,High,High,High,High,Middle,High income,High,High
Spain,ESP,2007,High,High,High,High,Middle,High income,High,High
Spain,ESP,2008,High,High,High,High,Middle,High income,High,High
Spain,ESP,2009,High,High,High,High,Middle,High income,High,High
Spain,ESP,2010,High,High,High,High,Middle,High income,High,High
Spain,ESP,2011,High,High,High,High,Middle,High income,High,High
Spain,ESP,2012,High,High,High,High,Middle,High income,High,High
Spain,ESP,2013,High,High,High,High,Middle,High income,High,High
Spain,ESP,2014,High,High,High,High,Middle,High income,High,High
Spain,ESP,2015,High,High,High,High,Middle,High income,High,High
Spain,ESP,2016,High,High,High,High,Middle,High income,High,High
Spain,ESP,2017,High,High,High,High,Middle,High income,High,High
Sri Lanka,LKA,1990,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1991,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1992,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1993,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1994,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1995,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1996,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1997,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1998,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,1999,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2000,Middle,Low,Low,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2001,Middle,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2002,Middle,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2003,Middle,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2004,Middle,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2005,Middle,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2006,Middle,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2007,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2008,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2009,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2010,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2011,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2012,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2013,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2014,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2015,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2016,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sri Lanka,LKA,2017,High,Low,Middle,Middle,Middle,Lower middle income,Middle,Middle
Sudan,SDN,1990,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1991,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1992,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1993,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1994,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1995,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1996,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1997,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1998,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,1999,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,2000,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,2001,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,2002,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,2003,Low,Middle,Low,High,Middle,Low income,Low,Middle
Sudan,SDN,2004,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2005,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2006,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2007,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2008,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2009,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2010,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2011,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2012,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2013,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2014,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2015,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2016,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Sudan,SDN,2017,Low,Middle,Middle,High,Middle,Low income,Low,Middle
Suriname,SUR,1990,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1991,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1992,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1993,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1994,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1995,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1996,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1997,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1998,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,1999,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,2000,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,2001,Middle,High,Middle,Middle,Middle,Upper middle income,Middle,Low
Suriname,SUR,2002,Middle,High,Middle,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2003,Middle,High,Middle,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2004,Middle,High,Middle,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2005,Middle,High,Middle,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2006,Middle,High,Middle,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2007,Middle,High,Middle,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2008,Middle,High,Middle,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2009,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2010,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2011,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2012,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2013,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2014,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2015,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2016,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Suriname,SUR,2017,Middle,High,High,Middle,High,Upper middle income,Middle,Low
Swaziland,SWZ,1990,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1991,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1992,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1993,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1994,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1995,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1996,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1997,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1998,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,1999,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,2000,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,2001,Low,Low,Middle,Middle,Middle,Lower middle income,Low,Low
Swaziland,SWZ,2002,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2003,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2004,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2005,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2006,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2007,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2008,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2009,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2010,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2011,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2012,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2013,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2014,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2015,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2016,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Swaziland,SWZ,2017,Low,Low,Middle,Middle,High,Lower middle income,Low,Low
Sweden,SWE,1990,High,High,High,High,High,High income,High,High
Sweden,SWE,1991,High,High,High,High,High,High income,High,High
Sweden,SWE,1992,High,High,High,High,High,High income,High,High
Sweden,SWE,1993,High,High,High,High,High,High income,High,High
Sweden,SWE,1994,High,High,High,High,High,High income,High,High
Sweden,SWE,1995,High,High,High,High,High,High income,High,High
Sweden,SWE,1996,High,High,High,High,High,High income,High,High
Sweden,SWE,1997,High,High,High,High,High,High income,High,High
Sweden,SWE,1998,High,High,High,High,High,High income,High,High
Sweden,SWE,1999,High,High,High,High,High,High income,High,High
Sweden,SWE,2000,High,High,High,High,High,High income,High,High
Sweden,SWE,2001,High,High,High,High,High,High income,High,High
Sweden,SWE,2002,High,High,High,High,High,High income,High,High
Sweden,SWE,2003,High,High,High,High,High,High income,High,High
Sweden,SWE,2004,High,High,High,High,High,High income,High,High
Sweden,SWE,2005,High,High,High,High,High,High income,High,High
Sweden,SWE,2006,High,High,High,High,High,High income,High,High
Sweden,SWE,2007,High,High,High,High,High,High income,High,High
Sweden,SWE,2008,High,High,High,High,High,High income,High,High
Sweden,SWE,2009,High,High,High,High,High,High income,High,High
Sweden,SWE,2010,High,High,High,High,High,High income,High,High
Sweden,SWE,2011,High,High,High,High,High,High income,High,High
Sweden,SWE,2012,High,High,High,High,High,High income,High,High
Sweden,SWE,2013,High,High,High,High,High,High income,High,High
Sweden,SWE,2014,High,High,High,High,High,High income,High,High
Sweden,SWE,2015,High,High,High,High,High,High income,High,High
Sweden,SWE,2016,High,High,High,High,High,High income,High,High
Sweden,SWE,2017,High,High,High,High,High,High income,High,High
Switzerland,CHE,1990,High,High,High,High,High,High income,High,High
Switzerland,CHE,1991,High,High,High,High,High,High income,High,High
Switzerland,CHE,1992,High,High,High,High,High,High income,High,High
Switzerland,CHE,1993,High,High,High,High,High,High income,High,High
Switzerland,CHE,1994,High,High,High,High,High,High income,High,High
Switzerland,CHE,1995,High,High,High,High,High,High income,High,High
Switzerland,CHE,1996,High,High,High,High,High,High income,High,High
Switzerland,CHE,1997,High,High,High,High,High,High income,High,High
Switzerland,CHE,1998,High,High,High,High,High,High income,High,High
Switzerland,CHE,1999,High,High,High,High,High,High income,High,High
Switzerland,CHE,2000,High,High,High,High,High,High income,High,High
Switzerland,CHE,2001,High,High,High,High,High,High income,High,High
Switzerland,CHE,2002,High,High,High,High,High,High income,High,High
Switzerland,CHE,2003,High,High,High,High,High,High income,High,High
Switzerland,CHE,2004,High,High,High,High,High,High income,High,High
Switzerland,CHE,2005,High,High,High,High,High,High income,High,High
Switzerland,CHE,2006,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2007,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2008,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2009,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2010,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2011,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2012,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2013,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2014,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2015,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2016,High,High,High,High,Middle,High income,High,High
Switzerland,CHE,2017,High,High,High,High,Middle,High income,High,High
Syria,SYR,1990,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1991,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1992,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1993,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1994,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1995,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1996,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1997,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1998,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,1999,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2000,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2001,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2002,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2003,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2004,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2005,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2006,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2007,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2008,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2009,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2010,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2011,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2012,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2013,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2014,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2015,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2016,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Syria,SYR,2017,Middle,Middle,Middle,High,Middle,Low income,Middle,Low
Taiwan,TWN,1990,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1991,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1992,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1993,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1994,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1995,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1996,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1997,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1998,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,1999,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,2000,High,Low,Middle,Middle,Low,High income,Middle,High
Taiwan,TWN,2001,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2002,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2003,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2004,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2005,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2006,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2007,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2008,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2009,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2010,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2011,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2012,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2013,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2014,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2015,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2016,High,Low,Middle,Middle,Middle,High income,Middle,High
Taiwan,TWN,2017,High,Low,Middle,Middle,Middle,High income,Middle,High
Tajikistan,TJK,1990,Middle,Middle,Middle,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1991,Middle,Middle,Middle,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1992,Middle,Middle,Middle,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1993,Middle,Middle,Middle,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1994,Middle,Middle,Middle,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1995,Middle,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1996,Middle,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1997,Middle,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1998,Low,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,1999,Low,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,2000,Low,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,2001,Low,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,2002,Low,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,2003,Low,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,2004,Low,Middle,Low,Low,Low,Lower middle income,Middle,Low
Tajikistan,TJK,2005,Low,Middle,Low,Low,Low,Lower middle income,Middle,Low
